"Product Family","Status","Documents","Volume Pricing","Architecture","Memory Type","Program Memory KBytes","Program Memory KWords","Self-write","EEPROM Data Memory","RAM","I/O Pins","Pin count","Max. CPU Speed MHz","CPU Speed MIPS","Internal Oscillator","# of A/D Ch.","Cap Touch Channels","Digital Communication","Timers","Temperature Range","Operation Voltage Range","Packages"
PIC18F6390 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en019705","$2.66","8","Flash","8","4","No","0","768","50","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 125"," 2V - 5.5V"," 64/TQFP"
PIC18F6393 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en530835","$2.94","8","Flash","8","4","No","0","768","50","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 5.5V"," 64/TQFP"
PIC18F63J11 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026365","$1.85","8","Flash","8","4","Yes","0","1024","54","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F63J90 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026347","$2.00","8","Flash","8","4","Yes","0","1024","51","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F6410 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en019711","$2.87","8","Flash","16","8","No","0","768","54","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 125"," 2V - 5.5V"," 64/TQFP"
PIC18F6490 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en010307","$3.01","8","Flash","16","8","No","0","768","50","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 125"," 2V - 5.5V"," 64/TQFP"
PIC18F6493 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en530834","$3.29","8","Flash","16","8","No","0","768","50","64","32","8","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 5.5V"," 64/TQFP"
PIC18F64J11 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026364","$1.92","8","Flash","16","8","Yes","0","1024","54","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F64J90 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026346","$2.06","8","Flash","16","8","Yes","0","1024","51","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F6520 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en010308","$5.93","8","Flash","32","16","Yes","1024","2048","52","64","40","10",,"12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 125"," 2V - 5.5V"," 64/TQFP"
PIC18F6527 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en021970","$4.62","8","Flash","48","24","Yes","1024","3936","54","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 5.5V"," 64/TQFP"
PIC18F65J10 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en022354","$1.82","8","Flash","32","16","Yes","0","2048","50","64","40","10","32 kHz","11",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F65J11 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026363","$2.02","8","Flash","32","16","Yes","0","2048","54","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F65J15 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en022355","$1.96","8","Flash","48","24","Yes","0","2048","50","64","40","10","32 kHz","11",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F65J50 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en027180","$2.32","8","Flash","32","16","Yes","0","3904","49","64","48","12","8 MHz, 32 kHz","8",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F65J90 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026345","$2.17","8","Flash","32","16","Yes","0","2048","50","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F65K22 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en547582","$2.39","8","Flash","32","16","Yes","1024","2048","53","64","64","16","16 MHz, 32 kHz","16","16"," 2 -A/E/USART  , 2 -MSSP(SPI/I2C)  "," 4 - 8-bit , 4 - 16-bit  , 0 - 32-bit"," -40 to 125"," 1.8V - 5.5V"," 64/QFN,64/TQFP"
PIC18F65K80 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en550196","$2.70","8","Flash","32","16","Yes","1024","3648","54","64","64","16","16 MHz, 32 kHz","11","11"," 2 -A/E/USART  , 0 -MSSP(SPI/I2C)  , 1 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 125"," 1.8V - 5.5V"," 64/QFN,64/TQFP"
PIC18F65K90 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en547577","$2.53","8","Flash","32","16","Yes","1024","2048","53","64","64","16","16 MHz, 32 kHz","16","16"," 0 -UART  , 2 -A/E/USART  , 2 -MSSP(SPI/I2C)  "," 4 - 8-bit , 4 - 16-bit  , 0 - 32-bit"," -40 to 125"," 1.8V - 5.5V"," 64/QFN,64/TQFP"
PIC18F6622 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en021969","$5.11","8","Flash","64","32","Yes","1024","3936","54","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 5.5V"," 64/TQFP"
PIC18F6627 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en010313","$6.02","8","Flash","96","48","Yes","1024","3936","54","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 125"," 2V - 5.5V"," 64/TQFP"
PIC18F6628 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en530229","$7.10","8","Flash","96","48","Yes","1024","3936","54","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 125"," 2V - 5.5V"," 64/TQFP"
PIC18F66J10 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en022356","$2.10","8","Flash","64","32","Yes","0","2048","50","64","40","10","32 kHz","11",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F66J11 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en027154","$2.32","8","Flash","64","32","Yes","0","3904","50","64","48","12","8 MHz, 32 kHz","11",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F66J15 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en020090","$2.20","8","Flash","96","48","Yes","0","3936","50","64","40","10","32 kHz","11",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F66J16 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en027153","$2.45","8","Flash","96","48","Yes","0","3904","50","64","48","12","8 MHz, 32 kHz","11",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F66J50 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en027179","$2.59","8","Flash","64","32","Yes","0","3904","49","64","48","12","8 MHz, 32 kHz","8",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F66J55 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en027178","$2.72","8","Flash","96","48","Yes","0","3904","49","64","48","12","8 MHz, 32 kHz","8",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F66J60 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026447","$3.07","8","Flash","64","32","Yes","0","3808","39","64","42","10.5","32 kHz","11",," 0 -UART  , 1 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F66J65 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026446","$3.19","8","Flash","96","48","Yes","0","3808","39","64","42","10.5","32 kHz","11",," 0 -UART  , 1 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F66J90 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en536112","$2.48","8","Flash","64","32","Yes","0","3900","51","64","48","12","8 MHz, 32 kHz","12","12"," 2 -A/E/USART  , 1 -MSSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F66J93 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en541413","$2.62","8","Flash","64","32","Yes","0","3900","51","64","48","12","8 MHz, 32 kHz","12","12"," 2 -A/E/USART  , 0 -SPI  , 1 -MSSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F66K22 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en547581","$2.70","8","Flash","64","32","Yes","1024","3862","53","64","64","16","16 MHz, 32 kHz","16","16"," 2 -A/E/USART  , 2 -MSSP(SPI/I2C)  "," 6 - 8-bit , 5 - 16-bit  , 0 - 32-bit"," -40 to 125"," 1.8V - 5.5V"," 64/QFN,64/TQFP"
PIC18F66K80 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en550195","$2.98","8","Flash","64","32","Yes","1024","3648","54","64","64","16","16 MHz, 32 kHz","11","11"," 2 -A/E/USART  , 1 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 125"," 1.8V - 5.5V"," 64/QFN,64/TQFP"
PIC18F66K90 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en547576","$2.84","8","Flash","64","32","Yes","1024","3828","53","64","64","16","16 MHz, 32 kHz","16","16"," 0 -UART  , 2 -A/E/USART  , 2 -MSSP(SPI/I2C)  "," 6 - 8-bit , 5 - 16-bit  , 0 - 32-bit"," -40 to 125"," 1.8V - 5.5V"," 64/QFN,64/TQFP"
PIC18F6722 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en010316","$6.86","8","Flash","128","64","Yes","1024","3936","54","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 125"," 2V - 5.5V"," 64/TQFP"
PIC18F6723 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en530222","$7.99","8","Flash","128","64","Yes","1024","3936","54","64","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 125"," 2V - 5.5V"," 64/TQFP"
PIC18F67J10 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en020089","$2.31","8","Flash","128","64","Yes","0","3936","50","64","40","10","32 kHz","11",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F67J11 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en027152","$2.56","8","Flash","128","64","Yes","0","3904","50","64","48","12","8 MHz, 32 kHz","11",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F67J50 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en027177","$2.83","8","Flash","128","64","Yes","0","3904","49","64","48","12","8 MHz, 32 kHz","8",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F67J60 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026445","$3.30","8","Flash","128","64","Yes","0","3808","39","64","42","10.5","32 kHz","11",," 0 -UART  , 1 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F67J90 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en536113","$2.72","8","Flash","128","64","Yes","0","3900","51","64","48","12","8 MHz, 32 kHz","12","12"," 2 -A/E/USART  , 1 -MSSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F67J93 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en541412","$2.86","8","Flash","128","64","Yes","0","3900","51","64","48","12","8 MHz, 32 kHz","12","12"," 2 -A/E/USART  , 1 -MSSP(SPI/I2C)  "," 3 - 8-bit , 1 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 64/TQFP"
PIC18F67K22 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en547580","$2.94","8","Flash","128","64","Yes","1024","3862","53","64","64","16","16 MHz, 32 kHz","16","16"," 2 -A/E/USART  , 2 -MSSP(SPI/I2C)  "," 6 - 8-bit , 5 - 16-bit  , 0 - 32-bit"," -40 to 125"," 1.8V - 5.5V"," 64/QFN,64/TQFP"
PIC18F67K90 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en547575","$3.08","8","Flash","128","64","Yes","1024","3828","53","64","64","16","16 MHz, 32 kHz","16","16"," 2 -A/E/USART  , 2 -MSSP(SPI/I2C)  "," 6 - 8-bit , 5 - 16-bit  , 0 - 32-bit"," -40 to 125"," 1.8V - 5.5V"," 64/QFN,64/TQFP"
PIC18F8310 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en019695","$3.01","8","Flash","8","4","No","0","768","70","80","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 125"," 2V - 5.5V"," 80/TQFP"
PIC18F8390 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en019709","$3.15","8","Flash","8","4","No","0","768","66","80","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 125"," 2V - 5.5V"," 80/TQFP"
PIC18F8393 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en530833","$3.43","8","Flash","8","4","No","0","768","66","80","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 5.5V"," 80/TQFP"
PIC18F83J11 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026362","$2.11","8","Flash","8","4","Yes","0","1024","70","80","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 3.6V"," 80/TQFP"
PIC18F83J90 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026344","$2.27","8","Flash","8","4","Yes","0","1024","66","80","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 80/TQFP"
PIC18F8410 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en010317","$3.36","8","Flash","16","8","No","0","768","70","80","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 125"," 2V - 5.5V"," 80/TQFP"
PIC18F8490 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en010318","$3.50","8","Flash","16","8","No","0","768","66","80","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 125"," 2V - 5.5V"," 80/TQFP"
PIC18F8493 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en530832","$3.78","8","Flash","16","8","No","0","768","66","80","32","8","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 5.5V"," 80/TQFP"
PIC18F84J11 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026361","$2.18","8","Flash","16","8","Yes","0","1024","70","80","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 3.6V"," 80/TQFP"
PIC18F84J90 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026343","$2.32","8","Flash","16","8","Yes","0","1024","66","80","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 3.6V"," 80/TQFP"
PIC18F8520 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en010319","$6.23","8","Flash","32","16","Yes","1024","2048","68","80","40","10",,"16",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 125"," 2V - 5.5V"," 80/TQFP"
PIC18F8527 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en021968","$5.04","8","Flash","48","24","Yes","1024","3936","70","80","40","10","8 MHz, 32 kHz","16",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit  , 0 - 32-bit"," -40 to 85"," 2V - 5.5V"," 80/TQFP"
PIC18F85J10 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en022353","$2.06","8","Flash","32","32","Yes","0","2048","66","80","40","10","32 kHz","15",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 2 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 2 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 3.6V"," 80/TQFP"
PIC18F85J11 ,"In Production","http://www.microchip.com/stellent/idcplg?IdcService=SS_GET_PAGE&nodeId=1335&dDocName=en026360","$2.28","8","Flash","32","16","Yes","0","2048","70","80","40","10","8 MHz, 32 kHz","12",," 0 -UART  , 2 -A/E/USART  , 0 -SPI  , 0 -I2C  , 1 -MSSP(SPI/I2C)  , 0 -SSP(SPI/I2C)  "," 1 - 8-bit , 3 - 16-bit"," -40 to 85"," 2V - 3.6V"," 80/TQFP"
